prism_id,last_name,first_name,middle_name,birth_year,birth_month,birth_day,espn_id,gsis_id,nffc_id,pfr_id,sleeper_id,yahoo_id
n9rx7l6fld,Mahomes,Patrick,,1995,9,17,3139477,00-0033873,15234,MahoPa00,,30123
